ID,Tweet,Affect Dimension,intensity
2018-En-03533,"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",joy,NONE
2018-En-01721,@TimHortons Please please PLEASE make your jalapeño jack sandwich a regular! I LOOOVE it!!! ,joy,NONE
2018-En-01730,@MikeyBustos im extremely sad and the parody is not on time 😭 i need to laugh,joy,NONE
2018-En-02907,Look at the bright side. Coaches don't get to do commentary.,joy,NONE
2018-En-00126,@ChildersRadio @gracepotter #adorable little pony,joy,NONE
2018-En-03663,Happy birthday to me ❤️ #blessed,joy,NONE
2018-En-02530,Early childhood demonstrates #pleasure seeking behavior and it can’t be considered as the vital tool of knowledge learning. \n#edchat #edtech,joy,NONE
2018-En-00056,I love to start a writing session with 'Moon River' from the BREAKFAST AT TIFFANY'S soundtrack performed by Audrey Hepburn #amwriting #bliss,joy,NONE
2018-En-03811,@stephaniemain2 haha Use separate sheet if necessary 😆,joy,NONE
2018-En-01902,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",joy,NONE
2018-En-03042,@DaddysLittleK Wow I've just spotted the cutest human being alive #blessed 😍,joy,NONE
2018-En-03319,@mxxxcxxx weekedn cheer,joy,NONE
2018-En-03433,A little of # yoga for a #happy day!! #Noeishappy #yogagirl #yogaeverydamnday #namaste #grateful #blessed 🙋😊🙏,joy,NONE
2018-En-02538,@Riverford had my first #vegbox last week. Chard and Rosemary Gratin is  #yum,joy,NONE
2018-En-02426,2 followers until 420? This should be easy. #bot #moneygiveaway #freemoney #blessing #free #money #likes #payday,joy,NONE
2018-En-02198,"left coffee on dresser, off to a great start",joy,NONE
2018-En-00618,Attention Crew! it's a Happy Tuesday everybody! Make someone #laugh out loud today,joy,NONE
2018-En-03303,Dean Fujioka's History Maker is on Spotify as well as Breaking Benjamin's Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido,joy,NONE
2018-En-00641,@Villesportslaw You are way late to the party my friend. We were all over this yesterday... #hilarious,joy,NONE
2018-En-02580,Great start. Exciting new innovation = new challenges. @VisaSecurity #VSS2017 #brilliance,joy,NONE
2018-En-02618,Spend your day creating #smiles today!,joy,NONE
2018-En-04026,@kikisshh @gyorzeppeli 14 year old me is crying in delight right noW AXELLLLLLLLLL  ♥♥♥♥♥,joy,NONE
2018-En-04179,@TheOpen @RoyalBirkdale_ I'll be there with @Jimbo_7 cheering on @MattFitz94 on Friday - can't wait!,joy,NONE
2018-En-01664,Apologies don't have to be sincere. They make great place holders while you quietly harbor rage and plot adequate revenge.#TuesdayMotivation,joy,NONE
2018-En-00296,"@Karma_cutie aw, you make me smile, too.😉😘",joy,NONE
2018-En-00939,"@INFOSMESSl Happy birthday, hope you have a good day!",joy,NONE
2018-En-01098,It's 6:30 in the morning and I'm dry ass up 😂,joy,NONE
2018-En-03675,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,joy,NONE
2018-En-04380,"'Is it that funny to you when someone's sad? In that case, I'll beat you 'till you won't even be able to crack a smile!'",joy,NONE
2018-En-00986,@NikkiWoods Start where you are. Use what you have. So what you can. AND do it with a #smile and #confidence. ❤,joy,NONE
2018-En-01875,Chicks I don't even talk to look up to me. #flattered,joy,NONE
2018-En-02507,Codes? Lyft codes? We got em! Use: INVITES -- Want to ride anywhere free? #wonderful,joy,NONE
2018-En-02093,@PaulCalafiore_ Absolutely ! Happy blessed Tuesday ❤️,joy,NONE
2018-En-00295,@itsjohnjosh yessss!!! i'm so glad 😊,joy,NONE
2018-En-02268,Wishing you a blessed and happy morning. Glad to be here. Do you🤔 and brighten someone's day in your pursuit of happiness.,joy,NONE
2018-En-00643,@AGT I am sadden by this #great talent # RIP Brandon Rogers🙏# praying 4 his family may his short life brings you comfort# called home early,joy,NONE
2018-En-01817,@Not_Yves 😂 me as hell,joy,NONE
2018-En-04207,I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran 😅,joy,NONE
2018-En-00211,@washingtonpost Mr. Trump strongly  believes he will be the greatest President after Lincoln in history books. He lacks restraint. #laughing,joy,NONE
2018-En-00708,@TheKylieJxoxo @mr_luvver A few not many #giggles,joy,NONE
2018-En-03822,"Lying at the pool with John , ice cream , drinks, 29 degrees and listening to busted ✌🏼️ #bliss",joy,NONE
2018-En-01884,Is it weird to look at your creative work and not know if it looks good or not? 🤷🏻‍♀️ Does this even make sense? #😂 #design #EclipseDay,joy,NONE
2018-En-01480,Happy birthday to @LauraJillSomers! Hope you have a lovely and wonderful day. :) *fellow Cancer fist bump*,joy,NONE
2018-En-02596,@Afi_licious I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant 😭,joy,NONE
2018-En-03870,Genuinely and perfectly #happy,joy,NONE
2018-En-01345,i know it shouldn't discourage me but i just really wanna create something amazing and outstanding,joy,NONE
2018-En-04249,"@morrgancatt you dont have a bad smile at all, you should smile more often and share your smile with all your fans",joy,NONE
2018-En-03729,Frick! @dalebrisby is hilarious! Lovin his portrayal of a rancher picking up feed bags &amp; climbing over the panel! 😂😂 #peedalittle #laugh,joy,NONE
2018-En-01213,I have so many things to look forward to ☺️ #positive  #lifeisgood,joy,NONE
2018-En-00412,deni &amp; i on here be4: known as friendship goals by all our adorable mutuals 💘💗🙆🏻✨!⭐️™\nus now: tweets three times a day about depression,joy,NONE
2018-En-01151,Well played radio station. Playing the song 'Total Eclipse of the Heart' at the start of the eclipse! #Eclipse #brilliant,joy,NONE
2018-En-03207,"When I chirp, shawty, chirp back.",joy,NONE
2018-En-00827,@passagefoods @TKMaxx_UK @Tesco Yes!!! Thank you. Bought loads today! #happy,joy,NONE
2018-En-03924,@BollyBigBolt #cheerful That pink makes the other colours pop! x,joy,NONE
2018-En-03645,What are some of your favorite staple dinners you keep on standby for quick and easy nights? :) #goodmorning #dinner #yummy #foodie,joy,NONE
2018-En-01888,@traviswall Strange Fruit. Wow. The story of what America was and what it can be. #brilliant #soyouthinkyoucandance,joy,NONE
2018-En-00336,Cory was like family to me. You all were. Glee was my escape in middle school. #glee #CoryMonteith,joy,NONE
2018-En-03298,@Flewbys This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad!,joy,NONE
2018-En-03461,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. #grateful 🙏🏽",joy,NONE
2018-En-01722,Great way to end the day(night?morning?) #😄,joy,NONE
2018-En-04379,When you're leaving for work and your husband is still sound asleep in bed... 😅 can I just stay home?,joy,NONE
2018-En-00901,Feeling all Tuesday blah until @sarahmakesart sent over a bunch of hilarious memes. #spreadthelove ,joy,NONE
2018-En-00568,@FoodwiseWomen @GilesMacDonogh Thank you 😊,joy,NONE
2018-En-03017,#funny #quote #joke Hilarious joke quote of the day! For more funny jokes pics and great humor quote,joy,NONE
2018-En-01968,@Girlpower1960 @tomshattuck @realDonaldTrump Oh whoops! Sorry! 😅,joy,NONE
2018-En-04279,Excited about the upcoming cheer season! 😬😳#cantsleep #wideawake #eat #sleep #cheer #repeat,joy,NONE
2018-En-03614,Literally @TFLN is the best thing. I used to spend HOURS reading this shit when I was in college. Still so fucking funny #dying #hilarious,joy,NONE
2018-En-00820,@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,joy,NONE
2018-En-02804,On my way #London for the #BMC #b2b #marketing meeting 😊,joy,NONE
2018-En-03039,"Spread #hope, #peace, #love and #joy NOW! #TuesdayThoughts",joy,NONE
2018-En-00026,@bbcdoctorwho Gliese 581d #smile,joy,NONE
2018-En-01708,Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,joy,NONE
2018-En-03376,trying my best to be happy :-),joy,NONE
2018-En-01827,"@wolvesrl @AndreSavelio @NRL Great player gutted to see u go but all the best! We will still be cheering for u in the NRL, Good luck",joy,NONE
2018-En-02247,@chichupedathaa ROFL 🤣,joy,NONE
2018-En-00030,@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,joy,NONE
2018-En-01805,@backtwo0 I believe these are my first pieces of artwork lol. A few of us received them. Hysterical 🤣,joy,NONE
2018-En-00852,@Swamy39 #4 is brilliant to end terror,joy,NONE
2018-En-01099,Are you always looking for quotes of your days? Then follow @kettlewell to learn more!\n #quote  #doubleviz,joy,NONE
2018-En-01367,"happy birthday girly, hope you have an amazing day :) @kkarlidawson",joy,NONE
2018-En-02271,Tonight's episode of #GameOfThrones is just epic went through so many emotions watching it #dragonwhitewalker #flippinheck #brilliant,joy,NONE
2018-En-02355,"Feeling slightly apprehensive, but amazing after this weekend off😊 ",joy,NONE
2018-En-02460,It's arrived and can't wait to read and learn! #specialneedsandlegalentitlement 2nd edition. If it's as good as the 1st edition ,joy,NONE
2018-En-03542,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",joy,NONE
2018-En-03906,new video will be up very soon!! #newyoutuber #beautyguru #tristinescorner #frenchbraid #howto #style #fun  ,joy,NONE
2018-En-00170,"@kaillekirkham @gimmical_impact @nicefinalbeam I think it's awesome, I'm just going to need some time to marvel and reprogram my brain. 😆",joy,NONE
2018-En-02978,@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,joy,NONE
2018-En-02232,When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis,joy,NONE
2018-En-00193,Make her burst into laughter bcs of you.,joy,NONE
2018-En-02764,Good Night everyone... #goodnight #sleep #nice #great #night #music #day,joy,NONE
2018-En-03437,The only upside to being deathly ill this week is that I've gotten better at taking pills. #optimism,joy,NONE
2018-En-02253,"What a #waste of what was a #perfectly #good #planet, the #money must be #worth the #cost into the #future (#eons #worth of #time) I guess?",joy,NONE
2018-En-03429,"Hey @DonaldJTrumpJr, you're going to go to jail one day. ",joy,NONE
2018-En-01960,"Some people need psych meds for their depression, All I need is a gyro platter. #Comedy #comedian #funnyshit #funny #greekfood #ComedyCellar",joy,NONE
2018-En-03137,Been parked on 610 for about 30 min now 😅,joy,NONE
2018-En-02393,This is legit one of the coolest experiences of our lifetime. #amazing #solareclipse,joy,NONE
2018-En-03372,What a raucous crowd today @GCSchoolsNC #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @ARTSEDNC @nakiahardy,joy,NONE
2018-En-00665,@DobreLucas You always make me smile 😌,joy,NONE
2018-En-01531,"@chrisdrunkpoets @MusicHourUK 💞🛸✨ Love your new music Chris!!!🌟🎯🍎It's otherworldly, like you!! #awesomeness 🦄🧜🏽‍♂️🧜🏽‍♀️🧙🏽‍♀️🧙🏽‍♂️✨🔆",joy,NONE
2018-En-00086,@16_vica #strange but #amazing but I #love your #pictures 😍,joy,NONE
2018-En-03253,@KOlusola @CurlineO Just look at those happy smiles! Beautiful! 💛,joy,NONE
2018-En-00197,@burnsjeanie @laurawilshaw_ @_heyitsnic0la @katyjane_ @jesseveson @Tomilicious12 @MichaelCollabro Haha..yes he does! 🤣,joy,NONE
2018-En-01622,Great meeting with my great friend and superstar lawyer Bryan Freedman @ftllp .  Such an amazing person who does so much for many. ,joy,NONE
2018-En-01662,"Elle: a delicious, dark, perverse work of intrigue, streaked with cruel humour. Superb performance from Isabelle Huppert. A one off #ElleDVD",joy,NONE
2018-En-00453,I wanted to become the top idol! I will make everyone happy so cheer on me a lot♪,joy,NONE
2018-En-02182,It will never not be hilarious to me when Joe gets mistaken for Olly Alexander at work,joy,NONE
2018-En-04278,@weareremixes yeah he's delicious no need to threaten me,joy,NONE
2018-En-01748,Love getting them calls ,joy,NONE
2018-En-01453,Always look on the bright side of life ☀️ #motivation,joy,NONE
2018-En-04126,Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,joy,NONE
2018-En-03382,"Listen, I love my mutuals so much they're such beautiful people inside and out. I'm so happy to have you in my life. I love you so much",joy,NONE
2018-En-02732,"gila doh, today sumpah like everyone concern gila esp dia. 😍 #blessed",joy,NONE
2018-En-00582,We're all #laughing! Eddie Izzard has begun #his probe #into fuzz wrongdoing involving the house of Osiris.,joy,NONE
2018-En-04266,Comforting #inspiring. #faith #Housefires #GoodFather Thank you.  Beautiful #song #itswhoiam #itswhoyouare #youtperfectinallofyourways,joy,NONE
2018-En-03004,"So hungry after eclipse. Ate a few slices of roasted beef, some cheese, and a glass of wine. Now I need a nap after reading. #bliss #eclipse",joy,NONE
2018-En-01786,"please, more comments from #tweeters that don't look at charts! #adorable $snap",joy,NONE
2018-En-00560,Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories ,joy,NONE
2018-En-01369,It takes a smoke detector 4 months to stop beeping if you were wondering how #lazy I am. #lol #funny #Comedy #laughs #CrackMeUp #hilarious,joy,NONE
2018-En-02568,"Driving down the thruway,pantless. #breezy",joy,NONE
2018-En-01164,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",joy,NONE
2018-En-04303,My daily actions are congruent with my big goals.  I feel incredible about myself. #goals #success #justdoit #happy #enjoy #life,joy,NONE
2018-En-02586,New Lyft Code unlocks Free Ride credit: PIP # GT Fish and Oyster #gleeful #COUPONSROCK,joy,NONE
